id_EXIST,lang,tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels_task1_1,labels_task1_2,labels_task1_3,split,cleaned_text,translated_text
101560,es,"Entiendo y comparto la queja de no tener como frente principal la aparición con vida de tehuel. Pero si piensan que hablar de vih es falocentrismo y la verdad ojalá ni vayan mañana, gente horrenda.",6,"['Annotator_61', 'Annotator_62', 'Annotator_63', 'Annotator_64', 'Annotator_65', 'Annotator_66']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Mexico', 'United States', 'Portugal', 'Spain']","['NO', 'NO', 'YES', 'NO', 'YES', 'NO']","['-', '-', 'JUDGEMENTAL', '-', 'JUDGEMENTAL', '-']","[['-'], ['-'], ['STEREOTYPING-DOMINANCE', 'SEXUAL-VIOLENCE'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-']]",TRAIN_ES,"entiendo y comparto la queja de no tener como frente principal la aparición con vida de tehuel. pero si piensan que hablar de vih es falocentrismo y la verdad ojalá ni vayan mañana, gente horrenda.","I understand and share the complaint of not having as the main front the appearance with life of Tehuel. But if they think that talking about vih is phalocentrism and the truth I hope they do not go tomorrow, horrible people."
101561,es,"de da mucha bronca los hombres que se hacen los feministas, flaco no te apropies de una lucha que no es tuyaaaaaaaa, falso aliado",6,"['Annotator_199', 'Annotator_200', 'Annotator_201', 'Annotator_202', 'Annotator_203', 'Annotator_204']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Argentina', 'Portugal', 'Italy', 'Portugal']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']","['JUDGEMENTAL', 'REPORTED', 'REPORTED', '-', 'REPORTED', 'DIRECT']","[['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY'], ['UNKNOWN'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']]",TRAIN_ES,"de da mucha bronca los hombres que se hacen los feministas, flaco no te apropies de una lucha que no es tuyaaaaaaaa, falso aliado","The men who make feminists are very angry, skinny don't take advantage of a struggle that isn't yours."
101562,es,"El machito detrás de #ignacioendeconstrucción sigue mandando a sus fans a violentar a la creadora del personaje. Ese tal Miguel es un plagiador y un falso aliado, pero a él sí le pagan por decir los que las feministas llevamos diciendo por décadas... https://t.co/IkyVXHmrfr",6,"['Annotator_133', 'Annotator_134', 'Annotator_135', 'Annotator_136', 'Annotator_137', 'Annotator_138']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Italy', 'Mexico', 'Mexico', 'Mexico', 'Chile', 'Chile']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['JUDGEMENTAL', 'REPORTED', 'REPORTED', 'DIRECT', 'REPORTED', 'JUDGEMENTAL']","[['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,"el machito detrás de ignacioendeconstrucción sigue mandando a sus fans a violentar a la creadora del personaje. ese tal miguel es un plagiador y un falso aliado, pero a él sí le pagan por decir los que las feministas llevamos diciendo por décadas...","The machito behind ignacioendeconstrucción continues to send his fans to violence the character's creator. That miguel is a plagiarist and a false ally, but he is paid to say what feminists have been saying for decades..."
101563,es,"@tomaydale Yo estoy un poco #harta, kédesir. A veces prefiero un machirulo hecho y derecho a un falso aliado que después no te suelta medio privilegio",6,"['Annotator_139', 'Annotator_140', 'Annotator_141', 'Annotator_142', 'Annotator_143', 'Annotator_144']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Multiracial', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Italy', 'Italy', 'Portugal', 'Mexico']","['NO', 'NO', 'YES', 'NO', 'YES', 'NO']","['-', '-', 'DIRECT', '-', 'DIRECT', '-']","[['-'], ['-'], ['STEREOTYPING-DOMINANCE'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION'], ['-']]",TRAIN_ES,"yo estoy un poco harta, kédesir. a veces prefiero un machirulo hecho y derecho a un falso aliado que después no te suelta medio privilegio","I'm a little fed up, Kedesir. Sometimes I prefer a machirulo made and right to a false ally who then doesn't release you half a privilege."
101564,es,"@carrmaluca @RedFeminista @cordoba El falso aliado ha conseguido lo que quería. Y como dicen las compañeras, es una mala noticia para las feministas y para el feminismo.",6,"['Annotator_271', 'Annotator_272', 'Annotator_273', 'Annotator_274', 'Annotator_275', 'Annotator_276']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Puerto Rico', 'El Salvador', 'Portugal', 'Mexico']","['NO', 'NO', 'YES', 'NO', 'YES', 'NO']","['-', '-', 'DIRECT', '-', 'REPORTED', '-']","[['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['UNKNOWN'], ['-']]",TRAIN_ES,"el falso aliado ha conseguido lo que quería. y como dicen las compañeras, es una mala noticia para las feministas y para el feminismo.","The false ally has gotten what she wanted, and as the compañeras say, it's bad news for feminists and feminism."
101565,es,amigo no es por hacerme el falso aliado ni nada por el estilo pero que pena me dan los chabones que son ultra alzados y/o pajeros con sus comentarios de mierda nunca viste un culo o un par de tetas man calmate un toque tanque de leche,6,"['Annotator_271', 'Annotator_272', 'Annotator_273', 'Annotator_274', 'Annotator_275', 'Annotator_276']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Puerto Rico', 'El Salvador', 'Portugal', 'Mexico']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']","['-', 'JUDGEMENTAL', 'REPORTED', 'JUDGEMENTAL', 'DIRECT', 'REPORTED']","[['-'], ['IDEOLOGICAL-INEQUALITY'], ['SEXUAL-VIOLENCE'], ['OBJECTIFICATION', 'SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['SEXUAL-VIOLENCE']]",TRAIN_ES,amigo no es por hacerme el falso aliado ni nada por el estilo pero que pena me dan los chabones que son ultra alzados yo pajeros con sus comentarios de mierda nunca viste un culo o un par de tetas man calmate un toque tanque de leche,"Dude, it's not about making me the fake ally or anything like that, but what a shame I get the girls who are ultra-high I jerk off with their shitty comments you never saw an ass or a pair of tits keep calming down a touch of milk tank"
101566,es,@Elnegritoo11 @PaKirissikian @santiiezequiell @sofipradosss Falso aliado debe ser,6,"['Annotator_277', 'Annotator_278', 'Annotator_279', 'Annotator_280', 'Annotator_281', 'Annotator_282']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent']","['Portugal', 'Portugal', 'Venezuela', 'Portugal', 'Portugal', 'Portugal']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,falso aliado debe ser,false ally must be
101567,es,@aetchebarne Es debatible lo de ganar. Pero sería contraproducente tener a gente nefasta en una misma fórmula. Tendriamos al enemigo como falso aliado.,6,"['Annotator_31', 'Annotator_32', 'Annotator_33', 'Annotator_34', 'Annotator_35', 'Annotator_36']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'United Kingdom', 'Spain', 'Chile', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,es debatible lo de ganar. pero sería contraproducente tener a gente nefasta en una misma fórmula. tendriamos al enemigo como falso aliado.,"It's debatable to win, but it would be counterproductive to have nefarious people in the same formula. We would have the enemy as a false ally."
101568,es,Darío me da la impresión de falso aliado de puto libro https://t.co/yYAP4e19BV,6,"['Annotator_43', 'Annotator_44', 'Annotator_45', 'Annotator_46', 'Annotator_47', 'Annotator_48']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Spain', 'Portugal', 'United Kingdom', 'Spain', 'Portugal']","['YES', 'NO', 'NO', 'YES', 'YES', 'NO']","['REPORTED', '-', '-', 'DIRECT', 'JUDGEMENTAL', '-']","[['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['-']]",TRAIN_ES,darío me da la impresión de falso aliado de puto libro,Darío gives me the impression of a false ally of a fucking book.
101569,es,"@andybri13 @RaquelFabianC @laurelyeye 4. 😂😂 No crees que es un poco irónico que el debate aquí sea sobre la usanza de ""insultos"" como ""mujer biológica"" y lo único que puedas decirme sea ""perra, machita, falso aliado"" 😂😂😂 bien ahí. 🤡",6,"['Annotator_151', 'Annotator_152', 'Annotator_153', 'Annotator_154', 'Annotator_155', 'Annotator_156']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'Doctorate', 'High school degree or equivalent', 'High school degree or equivalent']","['United States', 'Portugal', 'Spain', 'Spain', 'Spain', 'Chile']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['REPORTED', 'DIRECT', 'DIRECT', 'DIRECT', 'REPORTED', 'JUDGEMENTAL']","[['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']]",TRAIN_ES,"4. no crees que es un poco irónico que el debate aquí sea sobre la usanza de insultos como mujer biológica y lo único que puedas decirme sea perra, machita, falso aliado bien ahí.","4. You don't think it's a little ironic that the debate here is about the use of insults as a biological woman and all you can tell me is bitch, machita, fake ally right there."
101570,es,No se de que sorprenden si el presi es el falso aliado chicas... ustedes que lo querían tanto. Es e ml machista mas grande que hay,6,"['Annotator_151', 'Annotator_152', 'Annotator_153', 'Annotator_154', 'Annotator_155', 'Annotator_156']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'Doctorate', 'High school degree or equivalent', 'High school degree or equivalent']","['United States', 'Portugal', 'Spain', 'Spain', 'Spain', 'Chile']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']","['JUDGEMENTAL', 'JUDGEMENTAL', 'DIRECT', 'REPORTED', 'JUDGEMENTAL', '-']","[['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['-']]",TRAIN_ES,no se de que sorprenden si el presi es el falso aliado chicas... ustedes que lo querían tanto. es e ml machista mas grande que hay,I don't know what you're surprised if the president is the fake ally girls... you guys who loved him so much. He's the biggest male chauvinist there is.
101571,es,"@martinnncg @rodasons Claro, pero la masa es lo que es: una borregada encantada de llevar el estatus de ""falso aliado"" (el que sea que cante la estrellita, qué más les da).",6,"['Annotator_49', 'Annotator_50', 'Annotator_51', 'Annotator_52', 'Annotator_53', 'Annotator_54']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Chile', 'Mexico', 'Portugal', 'Spain']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,"claro, pero la masa es lo que es una borregada encantada de llevar el estatus de falso aliado el que sea que cante la estrellita, qué más les da.","Of course, but mass is what's a enchanted sheep to carry the status of a false ally, whoever sings the star, who cares."
101572,es,CANCELADO EL PITCNT POR FALSO ALIADO. https://t.co/1VnrSsFK5V,6,"['Annotator_55', 'Annotator_56', 'Annotator_57', 'Annotator_58', 'Annotator_59', 'Annotator_60']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Spain', 'United States', 'Spain', 'Belgium', 'France']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,cancelado el pitcnt por falso aliado.,The pitcnt was cancelled as a false ally.
101573,es,"🔴COMIENZA la mesa de debate: “#Biocombustibles basados en cultivos alimentarios ¿un falso aliado en la reducción de las emisiones del transporte?” organizado por @ecodes, @transenv y @ecologistas donde participa @ferrandovitales, @APPA_Renovables, @IMDEA_Energia y @ecologistas https://t.co/IdRNbxJzty",6,"['Annotator_67', 'Annotator_68', 'Annotator_69', 'Annotator_70', 'Annotator_71', 'Annotator_72']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Spain', 'Spain', 'Dominican Republic', 'Portugal', 'Italy', 'Spain']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']","['-', '-', '-', '-', 'JUDGEMENTAL', '-']","[['-'], ['-'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-']]",TRAIN_ES,"comienza la mesa de debate biocombustibles basados en cultivos alimentarios un falso aliado en la reducción de las emisiones del transporte? organizado por , y donde participa , , y","the discussion table begins biofuels based on food crops a false ally in the reduction of transport emissions? organized by, and where it participates, and"
101574,es,Prefiero a un enemigo declarado que a un falso aliado.Por eso prefiero a uno del PP que a los Comunes.,6,"['Annotator_67', 'Annotator_68', 'Annotator_69', 'Annotator_70', 'Annotator_71', 'Annotator_72']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Spain', 'Spain', 'Dominican Republic', 'Portugal', 'Italy', 'Spain']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,prefiero a un enemigo declarado que a un falso aliado.por eso prefiero a uno del pp que a los comunes.,I prefer a declared enemy to a false ally.That's why I prefer one of the pp than the commons.
101575,es,Mejor tener 2 enemigos claramente identificados que 1 sólo y un 1 falso aliado en espera del mejor momento táctico para traicionarnos en el momento más vulnerable. https://t.co/4JrssOXy7f,6,"['Annotator_115', 'Annotator_116', 'Annotator_117', 'Annotator_118', 'Annotator_119', 'Annotator_120']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Poland', 'Mexico', 'Chile', 'Italy', 'United Kingdom', 'Spain']","['NO', 'YES', 'YES', 'NO', 'NO', 'NO']","['-', 'REPORTED', 'REPORTED', '-', '-', '-']","[['-'], ['IDEOLOGICAL-INEQUALITY'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['-'], ['-']]",TRAIN_ES,mejor tener 2 enemigos claramente identificados que 1 sólo y un 1 falso aliado en espera del mejor momento táctico para traicionarnos en el momento más vulnerable.,better to have 2 clearly identified enemies than 1 only and 1 false ally waiting for the best tactical moment to betray us at the most vulnerable moment.
